"nbProvider","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"W_W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"coeff_radius_max","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
"range_vision_consumer","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400"
"Witness","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"W_I","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"[reporter]","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt"
,"2.763572401193778","2.8823988161266283","3.0934461658749495","3.838455660782521","3.8517691749260554","2.8075084667565564","4.6730726978067105","3.867311215434606","4.101917284324022","3.1689658707661668","3.911302380190714","3.6622441437945836","3.2186358929869394","3.911457902535261","3.8343279241005126","3.830075044553121","3.5365635309797567","2.9754418861672587","3.7370666139372553","4.7293649012738666","4.079653513828183","3.401746128589905","4.270901167670265","3.529662165172321","3.7738935381759","4.673593766876196","3.133873383861839","3.384997925925681","3.835516378132044","4.1797188318717575"
,"3.5633202411158558","2.9918208388828185","2.5285024423796854","3.855499118935239","4.16405204442733","3.4894838515782287","4.772200202187887","3.6395922210386082","3.669214314205126","2.990304050333411","3.9879622523236806","3.8610617937312903","3.3578262814693693","4.152107518293173","4.12224289518745","3.5298517643438254","3.668460262587785","3.132982303795501","3.391996395116504","4.5702183108289205","4.098660824061452","3.259241947265641","4.026536703311668","3.4233103218435055","3.632331247362494","4.50264167640917","3.1873458505652588","2.9436045835039786","3.374650417113584","4.394874369220237"
,"3.365136417632822","3.2563560832577454","2.760690620026782","3.538316598358036","3.6794922152503218","3.146202245252398","4.699017215254297","4.212384686858334","3.8864290098216023","2.981646504406905","3.7371607684363917","3.350473146377624","3.072810005568032","3.9631953032211364","4.086132326765775","3.590550725109051","3.241961943400899","3.066675432031487","3.3378239104676535","4.547155790062095","4.054949350194749","3.252679354912218","3.8449031260100877","4.036220445675275","3.9227433088492902","4.845004366600507","2.514341623642259","3.6141523617242353","3.3413578919314166","4.244568076089719"
,"3.565295509340589","3.275964091250114","2.9709867620218318","3.2310860475699745","3.925440611245968","3.07215768715945","4.91234197305126","3.7397836292886195","3.7328407315042202","2.8345538149057092","3.6979983573503006","3.626048161492444","3.416599953720233","4.142394399129807","4.098421535070523","3.7685486175349907","3.4757676549700744","3.0360529868931843","3.6194365423274464","4.39098755290869","4.118303538795224","3.162096546449924","4.372733572648621","3.6580596339894584","3.9053646205507566","5.07876577299548","2.9742998604687796","3.150583241927379","3.273116989600646","4.076179557361117"
,"3.8735962450838106","3.1578065373279425","2.702337291157607","3.5451988432021038","3.8459822095006464","3.2626739835278284","4.5620848921233295","3.837874040572004","3.842310486205843","3.223400895299251","4.094548293276494","4.052020023921342","3.3932455907830135","3.9359700511973212","3.523710585494742","3.5439178602828556","3.4643210332276473","2.930671088790192","3.5589496746107834","4.4920075730296","4.132949544748564","3.218053877197868","4.192905028520751","3.5640185835310287","3.5679225508262133","4.722169399526438","2.9911605918560578","3.300543275495013","3.6508084036039645","4.143843396095746"
,"3.4332214611749565","3.6228515817441496","2.7510012678732285","3.807383444325081","4.159157247079322","3.4259491571919183","4.974613429913169","3.3636965957528147","3.556172830634528","2.926616249806095","4.000570410987127","4.057183867787907","3.726128698402071","4.035566377431769","4.0985559941122025","4.2045764752066725","3.518849281270218","3.0385441532940938","3.6424257615689233","4.310603096922177","3.7720480873662066","3.244401165432874","3.9094682871185675","3.8163496913562973","3.681523073877117","4.902242118194359","3.2445312408500486","2.9020385877407326","3.7765205098150396","4.129574725464952"
,"3.640635343300263","3.1992545779433663","3.1274328780858998","3.9123086501946136","3.9678503828494147","3.2894998272096863","4.5821326963339395","3.5689627588484125","3.4799475974812624","3.1455479154164907","4.25965274804822","3.275320095089583","3.223993754374464","4.235091393268672","3.6658724229011828","3.883970283031247","3.4060207455454936","2.774279338801608","3.1930299802828865","4.1930069259151095","4.334435218290478","3.2882287547242","3.9757704939412655","3.5152808918061393","3.882562355262123","4.772402539090836","3.185715736987422","3.412492055387675","3.4906843784836066","4.223683317731604"
,"3.653789246483037","2.8655873151542455","3.0116426080415826","3.692710997231691","3.7172909280014053","3.37144957767963","4.749024281285806","3.6460741632476403","3.727005456608125","3.132183560499345","4.048245533136703","3.9540688425893498","3.157625879711173","3.814638113024819","4.226615418476493","3.7148859079836134","3.6023163966489196","3.41354660123554","3.44415587986516","4.37007278783318","4.150284029934788","3.3014632416977268","3.9055717775037677","3.5394941117730068","3.4045269071925826","4.798441767013289","3.4716035218283814","3.1337461180428345","3.3687657787640592","4.07922518614317"
,"3.1846022127070124","3.294870633750337","2.953188078495332","3.470146596800171","3.796516462143618","3.218322528963375","4.687587555308695","3.935558466014348","3.8030276402232417","3.269339403279555","3.9065951946010324","3.45379045129356","3.8087583936250566","3.9521002224333404","3.687109850872874","3.5448604832061013","3.225490796571425","3.300876314936892","3.527232889268971","4.642126279065124","4.0905743075312655","3.3096371239218096","4.5792794246618955","3.7127775497338846","3.7414406627059935","4.7355973498729105","3.299390873546817","3.0518145352779085","3.3808351085665564","4.159001256890037"
,"3.119361927924774","3.153267623063183","2.871200776438697","3.5974810294060506","3.892304161744485","3.396870950667627","4.840187849162344","3.7358776885033973","3.630729325280434","3.439370278424629","4.180876374674981","3.3730660759506645","3.4764394478045406","3.881865816371607","3.980439410921413","3.837565854332815","3.925336796067234","3.008663283266435","3.458412873357788","4.407404237257851","3.9945492050089046","3.4048362089491073","4.2124662285389025","3.5905141194398635","3.5738588630053725","5.253225261176336","3.1424594297136275","3.034775051904808","3.7147957443977475","4.245311518298511"
,"3.312399608359186","3.2811070880759923","2.7737847252907577","3.8955589584347554","3.8380946058990872","3.0101068781843647","4.4323702523933415","3.649837052183164","3.621107799486036","3.1474594671333227","3.993230507541332","3.8023043152978935","3.5302218526316764","3.858162704647748","4.124469508387733","3.949026790247","3.4559154453190026","2.8739542241040095","3.5280817376529128","4.4429062908393835","4.273935115937337","3.0973151422301832","4.168167298923227","3.764914249810045","4.105879896059258","4.647923884470254","3.2515590820531046","2.8704200692345836","3.089619035362415","3.9726995427680847"
,"3.5007849901710384","3.3089351876736526","2.746871463159606","3.6769534229594885","3.8263961622041727","3.538464337193373","4.932856412403442","3.6834294119532878","4.215126881027784","3.3280630343227093","3.896709996298222","3.5696725613027933","3.5545427941629115","3.842751984732095","4.160006603151966","3.5756349027381393","3.666957375775126","3.338165932652297","3.912750946613171","4.706631456760776","4.08551368974694","3.384323026359061","4.451359512793391","3.9390698907687502","3.741488055453325","4.855225858955805","3.084781217335022","3.212447205196284","3.322944378863749","3.9821508495378337"
,"3.785658966885653","3.185609596987068","2.962197200272214","3.37031891161883","3.6884995138576038","2.8772586134524776","4.911326678669318","3.537837211450482","3.542158013544857","3.3118772556078064","4.146661523316005","3.5754676889137786","3.4590853330745106","4.248393205722365","3.9547314595856826","3.74239634491231","3.605370932982412","3.2110516441507144","3.9731627887512544","4.882999949840204","4.067400519780845","3.4516212058187774","4.3491957653716415","3.4970570666929595","3.699125764824704","4.5906773921484945","2.730999256329676","2.6668737562877967","3.123351214306145","4.340988356848912"
,"3.4822706199558078","3.2355981109675414","2.849313962046436","3.389299231770148","3.772903350519868","3.147891236091241","4.275335303604765","3.7725683024306056","3.899308641123096","3.185956490476849","4.008427332162061","3.785177052532893","3.192705294229139","4.084973860343537","3.802455697531752","3.6542272539332616","3.2382495373401503","3.198773222875179","3.586156055022351","4.535521570830019","4.027574223648485","2.793606780718013","3.9466868071557615","3.616767266354115","3.7203821147525296","4.8872321497734434","3.0572666007677918","3.4516624152889355","3.381107923327941","4.356584890741654"
,"3.61321827465865","3.418384140894594","2.8468744643919295","3.637338951812548","3.627552163374495","3.262131889059623","4.488510182182402","3.382799333787981","4.143446666514672","3.4839415790248767","3.6642828237634513","3.562099019766629","3.781940443530047","3.8432712707155483","4.034154645740212","3.713990057261701","3.6305821027418688","2.8757108246296017","3.5221898885399088","4.451284302971422","4.275480946901401","3.623944358929346","4.290352007394372","3.985150247616528","3.7485393765096537","4.843672424662553","3.177598622294001","3.529856426678579","3.5081957257893355","4.293955932942638"
,"3.3053827040666683","3.194060986063547","3.150164632273822","3.7630573664690856","3.9188871291109004","3.2178802059294878","4.7976652082052516","3.786538866534962","3.6543007755391645","3.2913213279165254","3.770434184385104","3.939057441712939","3.735338657312466","4.036022504731769","3.9519590070116077","4.000949018972413","3.405536181161596","3.210371130705764","3.4263959670692494","4.483305487713306","4.101306313086735","3.5700076529814653","4.303298612381575","3.935027327069486","3.780189920147922","4.855784432799686","3.2044927493461706","2.93503976727076","3.500066224390054","4.1936492831999"
,"3.5537355895753144","3.1135323902174896","2.937733693356756","3.5349219738935513","4.055176600229244","3.324839075198662","4.785234952311119","3.755654771130263","3.2729889641667675","3.1117116711138317","4.070553789406293","4.120489571391118","3.141073097265048","4.266214676380487","3.9921301624847896","3.8937107509535993","4.051835682890632","3.619394231957707","3.481377060290507","4.561079366783793","3.9956802966676492","3.212141984160911","3.8834547506110124","3.6839519322380574","3.875615906236451","4.938903305070091","3.2543853917777117","3.207338138307691","3.6617937235554003","4.693712538404759"
,"3.634342236265633","3.033141821836441","2.9103288585951184","3.509771067238578","4.068801098996937","3.2781390169337197","4.775774758743781","3.788814211292271","3.593337550737217","2.7545006138030814","3.717821962496519","3.53765102012973","3.3842993592631747","3.672086571556041","3.9278050080642117","3.9368761852970957","3.537820165917952","3.2967948651089745","3.8181810728476684","4.35487938080278","4.063394337358556","2.5881583968162762","3.940907930244878","3.361552518658083","3.7176248296613745","4.680459252534365","2.82983070102769","3.3237145119834857","3.3576526400008824","3.994666212130423"
,"3.4602318630815034","3.390881058939811","3.123241030571738","4.076898878947507","3.794526748037372","3.342949420181186","4.629600349764571","3.7207137559028647","3.5308647114894103","3.103015335400006","3.7455324861369848","3.781783405403417","3.5761116323348756","4.232372462026132","3.8170474856378718","3.5840861946322384","3.4980218213998664","3.262426685391334","3.4498692860043514","4.510770535711639","3.83428942008386","3.351137301334523","3.983201229726294","3.500752192344959","3.8904312585910277","5.053402046947965","2.929839703949543","3.3268467935826913","3.3741573503846385","3.9128892942354208"
,"3.281908686095666","3.1921962753729245","3.1856967908480534","3.6766785047202752","4.088800295657835","3.3121220192699696","4.663874654657964","3.512741356605425","3.636849334862154","3.3346575491483654","3.8827900722125053","3.6030628899275468","3.0025397491064973","4.132748249522698","4.258551337578688","4.033810476663994","3.5416598170742386","3.241722436406687","3.593852744886089","4.312402686414182","4.448018691256465","3.4739100959538636","4.062237600763325","3.814265559363554","3.8356358718159713","4.843523534297783","3.2707131920717507","3.487274204044205","3.409740129535585","4.1997542875221585"
,"3.0604348415520475","3.2953910506666158","3.0153651221275375","3.80928096805363","3.4538368089706757","3.134543788656744","4.568791396986427","3.6887793893538694","3.8574765401912248","3.049553117372509","3.7610997385046296","3.6104582054291834","3.1693931216682323","4.435051139416967","3.717784453635711","4.032077389341641","3.2112277008413157","3.3075166610904114","3.8754959382856162","4.438151702396313","3.8371619578191996","3.271971994792799","3.9570913345219227","3.672245707034299","3.843389451939889","5.039451380441201","3.2601450430405445","2.9387125364736173","3.3116828746176625","3.875515126264138"
,"3.4867872879825015","3.382636458775363","3.0692704637271575","3.7481916652977176","3.5364197789836322","3.37300093851409","4.515624611495913","3.8293898553734387","3.8309954316163957","3.513856337326476","3.9287943588054848","3.7709815941162335","3.48641087734729","4.18921032681058","4.0833911106423","4.130114878912678","3.5557265074354376","3.134111377634751","3.4510727781686383","4.403504776300921","4.276515124551102","3.220495278510131","4.0569278828930955","3.572061559098058","3.3869871909528455","4.931928037247037","2.972701750706911","2.9532935535300453","3.2239874381955165","4.169713321471681"
